NumA,Silver_thickness_nm,Gold_thickness_nm,Copper_thickness_nm,Aluminum_thickness_nm,Graphene_layers,Sensing_length_mm,n_sens,Resonance_lambda_nm,FWHM_nm,Sensitivity_nm_per_RIU
0.2,37,36,41,41,3,6,1.33,616.72,40.13,9832.78
0.2,41,36,38,42,2,7,1.35,819.4,40.13,10033.44
0.2,38,39,36,41,3,8,1.35,817.39,38.13,10033.44
0.2,36,36,35,36,4,6,1.36,911.71,42.14,9983.28
0.2,36,35,38,42,1,8,1.35,815.38,38.13,9966.56
0.2,38,36,37,38,3,6,1.35,815.38,40.13,10033.44
0.2,38,37,41,35,4,7,1.35,815.38,38.13,9966.56
0.2,41,37,37,42,4,8,1.36,917.73,40.13,9983.28
0.2,36,37,39,40,2,5,1.33,616.72,40.13,10033.44
0.2,39,37,41,42,1,5,1.36,919.73,38.13,9983.28
0.2,35,37,35,40,5,8,1.35,813.38,40.13,9966.56
0.2,36,37,38,35,3,8,1.33,612.71,40.13,10033.44
0.2,41,35,40,39,5,7,1.34,717.06,38.13,9933.11
0.2,37,38,41,35,4,7,1.36,915.72,38.13,9983.28
0.2,40,35,39,35,2,8,1.35,815.38,40.13,10033.44
0.2,35,42,40,36,1,7,1.33,616.72,38.13,10033.44
0.2,40,39,36,42,4,5,1.34,719.06,38.13,10033.44
0.2,41,35,42,36,1,6,1.34,717.06,38.13,10033.44
0.2,42,40,38,40,2,6,1.34,719.06,40.13,9933.11
0.2,39,39,37,35,4,8,1.33,614.72,40.13,10033.44
0.2,39,42,37,36,2,7,1.35,817.39,38.13,10033.44
0.2,40,37,42,41,5,7,1.33,620.74,38.13,10033.44
0.2,38,35,42,38,4,7,1.36,915.72,40.13,9983.28
0.2,40,40,41,38,4,7,1.35,819.4,38.13,9966.56
0.2,42,35,41,37,5,7,1.34,717.06,38.13,9933.11
0.2,39,36,38,36,3,7,1.35,815.38,40.13,10033.44
0.2,40,35,40,42,5,6,1.36,917.73,40.13,9983.28
0.2,35,42,36,37,3,6,1.36,915.72,40.13,10033.44
0.2,41,36,36,41,4,7,1.33,616.72,38.13,10033.44
0.2,36,36,35,41,4,6,1.36,913.71,40.13,9983.28
0.2,39,39,39,36,5,5,1.35,817.39,40.13,10033.44
0.2,38,41,39,40,3,6,1.35,819.4,38.13,10033.44
0.2,39,35,36,42,3,6,1.35,815.38,40.13,9966.56
0.2,37,39,35,38,4,6,1.33,614.72,40.13,10033.44
0.2,39,38,38,37,5,7,1.36,915.72,38.13,9983.28
0.2,35,41,39,36,1,5,1.35,815.38,38.13,9966.56
0.2,38,39,37,37,3,7,1.36,915.72,38.13,9983.28
0.2,40,40,42,36,2,5,1.34,719.06,38.13,10033.44
0.2,42,42,35,41,2,6,1.34,719.06,40.13,9933.11
0.2,36,40,39,41,4,7,1.36,917.73,38.13,9983.28
0.2,41,37,39,41,4,6,1.36,919.73,40.13,10033.44
0.2,42,40,42,35,2,7,1.33,618.73,40.13,9832.78
0.2,36,35,40,35,5,5,1.35,813.38,40.13,10033.44
0.2,42,38,36,35,1,7,1.35,815.38,38.13,9966.56
0.2,38,42,35,37,3,6,1.34,715.05,40.13,9933.11
0.2,40,39,38,42,5,8,1.33,618.73,40.13,9832.78
0.2,35,39,39,36,3,7,1.36,913.71,40.13,9983.28
0.2,42,41,35,35,4,7,1.33,616.72,38.13,10033.44
0.2,36,40,38,41,2,7,1.33,616.72,40.13,9832.78
0.2,42,37,38,37,1,6,1.34,717.06,38.13,10033.44
0.2,39,36,42,42,3,8,1.33,618.73,40.13,9832.78
0.2,40,39,39,35,5,7,1.33,616.72,38.13,10033.44
0.2,38,37,39,39,3,6,1.33,616.72,38.13,10033.44
0.2,35,35,41,35,1,7,1.33,612.71,40.13,10033.44
0.2,41,40,39,41,2,8,1.36,919.73,38.13,9983.28
0.2,42,37,42,37,2,8,1.34,719.06,38.13,10033.44
0.2,37,42,38,40,1,6,1.34,719.06,38.13,10033.44
0.2,37,39,36,40,5,6,1.33,616.72,40.13,10033.44
0.2,41,37,35,35,1,7,1.33,614.72,40.13,10033.44
0.2,35,41,36,38,2,5,1.34,715.05,38.13,10033.44
0.2,38,41,40,35,2,5,1.36,917.73,40.13,10033.44
0.2,38,38,39,35,1,6,1.36,915.72,40.13,10033.44
0.2,42,37,41,37,5,7,1.35,819.4,40.13,10033.44
0.2,38,38,40,35,4,6,1.34,715.05,40.13,9933.11
0.2,36,41,42,41,3,5,1.34,719.06,40.13,9933.11
0.2,35,36,39,41,2,7,1.33,614.72,40.13,9832.78
0.2,36,39,38,39,5,5,1.36,915.72,38.13,9983.28
0.2,41,41,35,38,5,8,1.35,817.39,38.13,9966.56
0.2,42,39,37,37,5,8,1.33,616.72,40.13,9832.78
0.2,39,42,36,40,5,7,1.33,618.73,38.13,10033.44
0.2,35,37,38,38,4,7,1.33,614.72,40.13,10033.44
0.2,38,40,41,38,1,5,1.36,917.73,40.13,9983.28
0.2,42,35,35,36,2,8,1.33,614.72,40.13,10033.44
0.2,40,41,37,37,4,6,1.35,817.39,38.13,9966.56
0.2,37,36,37,41,4,5,1.36,915.72,38.13,9983.28
0.2,38,41,39,40,1,6,1.35,819.4,38.13,10033.44
0.2,36,36,41,41,4,8,1.35,817.39,38.13,10033.44
0.2,38,37,38,36,4,7,1.36,913.71,40.13,9983.28
0.2,39,39,40,41,2,7,1.36,919.73,38.13,9983.28
0.2,39,35,41,42,4,5,1.35,819.4,40.13,10033.44
0.2,37,39,39,41,5,7,1.33,618.73,40.13,10033.44
0.2,40,39,38,38,5,5,1.35,817.39,38.13,9966.56
0.2,42,35,39,35,1,8,1.35,815.38,38.13,9966.56
0.2,36,38,35,37,4,6,1.36,913.71,40.13,10033.44
0.2,37,39,39,37,1,8,1.36,915.72,38.13,9983.28
0.2,40,37,36,41,2,6,1.35,817.39,38.13,10033.44
0.2,42,38,39,40,2,6,1.36,919.73,38.13,9983.28
0.2,38,42,41,40,3,7,1.33,620.74,38.13,10033.44
0.2,36,37,39,35,2,8,1.33,612.71,40.13,9832.78
0.2,35,37,38,42,5,6,1.35,815.38,40.13,9966.56
0.2,40,35,40,42,4,6,1.36,917.73,40.13,9983.28
0.2,35,41,42,36,3,5,1.34,717.06,38.13,10033.44
0.2,36,37,35,38,1,5,1.36,913.71,40.13,10033.44
0.2,41,35,40,35,4,5,1.33,614.72,40.13,9832.78
0.2,41,37,35,42,5,7,1.33,616.72,40.13,9832.78
0.2,41,42,40,41,5,5,1.36,921.74,38.13,9983.28
0.2,35,40,42,42,4,5,1.33,618.73,40.13,9832.78
0.2,42,36,35,42,4,7,1.33,616.72,40.13,9832.78
0.2,36,39,35,36,5,6,1.33,612.71,40.13,10033.44
0.2,42,38,42,42,3,7,1.36,921.74,38.13,9983.28
0.2,39,40,39,40,3,8,1.35,819.4,38.13,10033.44
0.2,39,41,36,38,4,8,1.33,616.72,38.13,10033.44
0.2,39,36,42,36,2,5,1.35,817.39,40.13,10033.44
0.2,37,39,41,35,3,5,1.36,915.72,38.13,9983.28
0.2,35,38,37,35,5,6,1.35,813.38,40.13,10033.44
0.2,42,42,40,38,4,6,1.34,721.07,38.13,10033.44
0.2,37,36,36,42,4,6,1.36,915.72,38.13,9983.28
0.2,35,39,40,35,4,7,1.35,815.38,40.13,10033.44
0.2,38,39,35,37,4,5,1.36,913.71,40.13,9983.28
0.2,37,35,39,40,1,8,1.35,815.38,38.13,9966.56
0.2,40,35,42,35,2,6,1.35,815.38,40.13,9966.56
0.2,40,41,42,40,4,8,1.33,620.74,38.13,9832.78
0.2,37,37,39,39,3,5,1.33,616.72,40.13,10033.44
0.2,39,39,35,36,4,5,1.34,715.05,40.13,10033.44
0.2,36,42,36,37,2,6,1.36,915.72,38.13,9983.28
0.2,37,36,42,36,2,7,1.33,614.72,40.13,9832.78
0.2,39,36,40,35,1,6,1.35,815.38,40.13,10033.44
0.2,37,42,38,39,5,8,1.36,917.73,38.13,9983.28
0.2,40,37,37,39,1,8,1.35,817.39,40.13,10033.44
0.2,38,35,41,37,2,5,1.35,815.38,38.13,9966.56
0.2,37,38,41,39,5,7,1.34,717.06,38.13,9933.11
0.2,42,37,39,37,2,6,1.36,917.73,38.13,9983.28
0.2,37,37,38,35,5,5,1.36,913.71,40.13,9983.28
0.2,35,42,39,37,4,6,1.33,616.72,38.13,10033.44
0.2,38,35,39,42,1,8,1.36,917.73,40.13,10033.44
0.2,42,37,42,35,4,8,1.33,618.73,40.13,10033.44
0.2,39,41,36,40,5,5,1.36,917.73,38.13,9983.28
0.2,37,38,39,36,4,5,1.36,915.72,40.13,10033.44
0.2,40,41,35,37,2,5,1.36,915.72,40.13,9983.28
0.2,36,41,41,38,1,6,1.36,917.73,38.13,9983.28
0.2,38,40,36,36,4,6,1.33,614.72,40.13,10033.44
0.2,41,35,38,42,1,7,1.35,817.39,40.13,9966.56
0.2,42,40,42,41,2,6,1.36,921.74,38.13,9983.28
0.2,38,40,38,42,5,6,1.33,618.73,38.13,10033.44
0.2,41,35,36,35,4,8,1.36,913.71,40.13,9983.28
0.2,37,39,42,40,2,6,1.34,719.06,38.13,10033.44
0.2,37,39,39,42,4,7,1.33,618.73,38.13,10033.44
0.2,38,36,36,39,1,6,1.36,913.71,40.13,9983.28
0.2,38,40,42,35,1,7,1.34,717.06,38.13,9933.11
0.2,36,42,41,38,3,5,1.33,618.73,38.13,10033.44
0.2,35,42,35,40,3,6,1.34,715.05,40.13,9933.11
0.2,35,41,40,41,4,5,1.33,618.73,38.13,10033.44
0.2,42,39,35,40,4,8,1.35,817.39,40.13,9966.56
0.2,42,35,41,36,2,5,1.34,717.06,38.13,10033.44
0.2,39,38,38,40,4,7,1.35,817.39,38.13,9966.56
0.2,39,36,36,35,2,7,1.34,713.04,42.14,10033.44
0.2,42,37,42,35,4,5,1.33,618.73,40.13,10033.44
0.2,41,35,35,36,1,8,1.35,813.38,40.13,9966.56
0.2,35,41,37,38,1,7,1.36,915.72,38.13,9983.28
0.2,36,37,41,42,5,7,1.34,717.06,40.13,9933.11
0.2,37,41,37,37,1,6,1.34,715.05,40.13,9933.11
0.2,35,42,38,40,2,6,1.34,717.06,38.13,9933.11
0.2,38,36,39,42,1,6,1.34,717.06,38.13,9933.11
0.2,39,40,38,40,5,8,1.33,618.73,38.13,10033.44
0.2,37,42,40,36,5,8,1.35,817.39,38.13,9966.56
0.2,42,37,42,37,1,5,1.36,919.73,40.13,10033.44
0.2,38,35,42,40,3,8,1.36,917.73,38.13,9983.28
0.2,42,37,39,35,5,5,1.36,915.72,40.13,9983.28
0.2,36,38,39,35,3,5,1.34,713.04,40.13,9933.11
0.2,41,38,42,40,5,8,1.33,620.74,38.13,10033.44
0.2,35,40,40,39,4,5,1.34,717.06,38.13,10033.44
0.2,38,39,42,41,1,7,1.36,919.73,38.13,9983.28
0.2,40,40,37,38,3,6,1.33,616.72,40.13,9832.78
0.2,38,36,37,36,3,8,1.34,713.04,40.13,9933.11
0.2,36,41,38,35,5,5,1.33,614.72,40.13,10033.44
0.2,37,35,40,38,5,5,1.34,715.05,38.13,10033.44
0.2,35,37,40,41,3,6,1.34,717.06,40.13,10033.44
0.2,38,39,36,39,3,7,1.33,616.72,40.13,10033.44
0.2,36,36,36,39,1,7,1.36,913.71,40.13,9983.28
0.2,36,39,37,35,2,7,1.35,813.38,40.13,9966.56
0.2,37,36,35,41,5,6,1.34,715.05,40.13,10033.44
0.2,35,35,39,39,4,6,1.33,614.72,40.13,10033.44
0.2,40,37,41,35,3,6,1.34,717.06,40.13,10033.44
0.2,35,38,37,35,1,7,1.36,911.71,40.13,9983.28
0.2,42,36,35,39,1,5,1.35,815.38,40.13,9966.56
0.2,36,39,39,42,1,6,1.33,618.73,40.13,10033.44
0.2,41,37,42,40,4,7,1.35,819.4,38.13,9966.56
0.2,40,37,42,35,2,5,1.34,717.06,38.13,10033.44
0.2,40,41,37,36,4,7,1.34,717.06,38.13,10033.44
0.2,39,40,38,38,3,5,1.34,717.06,38.13,9933.11
0.2,42,41,39,39,4,6,1.34,721.07,38.13,10033.44
0.2,36,41,39,40,1,6,1.33,618.73,40.13,10033.44
0.2,37,40,40,40,3,5,1.34,719.06,38.13,10033.44
0.2,39,37,39,35,3,6,1.35,815.38,40.13,10033.44
0.2,35,42,35,35,3,8,1.34,713.04,40.13,9933.11
0.2,36,36,35,37,1,8,1.34,711.04,40.13,9933.11
0.2,36,41,38,41,1,6,1.35,817.39,40.13,9966.56
0.2,40,35,40,40,4,5,1.34,717.06,38.13,9933.11
0.2,37,42,37,40,2,6,1.36,917.73,38.13,9983.28
0.2,38,41,38,36,2,5,1.34,717.06,40.13,10033.44
0.2,41,37,42,42,3,6,1.33,620.74,38.13,10033.44
0.2,35,37,36,42,3,6,1.33,614.72,40.13,10033.44
0.2,38,41,41,38,1,8,1.33,618.73,38.13,10033.44
0.2,41,40,35,35,3,7,1.36,915.72,38.13,9983.28
0.2,39,41,35,40,4,8,1.36,917.73,38.13,9983.28
0.2,41,37,37,36,1,8,1.36,915.72,38.13,9983.28
0.2,40,36,40,39,1,6,1.34,717.06,38.13,9933.11
0.2,42,42,41,36,3,7,1.33,620.74,38.13,10033.44
0.2,35,41,41,36,3,5,1.33,616.72,38.13,10033.44
0.2,36,35,36,38,3,6,1.33,612.71,40.13,10033.44
0.2,38,37,36,41,4,7,1.34,715.05,40.13,9933.11
0.2,38,42,37,35,2,7,1.34,715.05,40.13,9933.11
0.2,42,38,41,42,4,7,1.33,620.74,38.13,9832.78
0.2,39,37,40,37,4,6,1.33,616.72,38.13,10033.44
0.2,36,35,42,39,1,8,1.35,815.38,40.13,9966.56
0.2,37,38,36,39,3,8,1.33,614.72,40.13,10033.44
0.2,39,37,37,40,4,8,1.33,616.72,38.13,10033.44
0.2,39,35,39,39,1,8,1.34,715.05,40.13,9933.11
0.2,41,36,36,35,1,6,1.35,813.38,40.13,9966.56
0.2,39,40,42,37,1,6,1.33,618.73,38.13,10033.44
0.2,37,40,42,36,5,8,1.36,917.73,38.13,9983.28
0.2,38,40,37,38,2,7,1.34,717.06,40.13,10033.44
0.2,35,41,37,42,1,6,1.35,817.39,38.13,9966.56
0.2,38,40,37,42,4,7,1.35,819.4,40.13,10033.44
0.2,37,35,36,41,3,7,1.35,815.38,40.13,10033.44
0.2,41,38,39,40,1,7,1.35,819.4,38.13,10033.44
0.2,36,41,37,36,5,7,1.33,614.72,40.13,10033.44
0.2,38,38,42,41,1,8,1.35,819.4,38.13,9966.56
0.2,36,37,36,35,5,7,1.33,612.71,40.13,10033.44
0.2,40,42,37,36,5,7,1.33,616.72,40.13,9832.78
0.2,38,42,36,39,1,5,1.36,917.73,38.13,9983.28
0.2,40,42,41,39,4,7,1.35,821.4,38.13,10033.44
0.2,42,35,36,35,5,7,1.35,813.38,40.13,9966.56
0.2,35,35,36,37,5,8,1.33,610.7,40.13,9832.78
0.2,35,41,42,39,5,6,1.35,819.4,40.13,10033.44
0.2,42,40,37,42,2,5,1.33,620.74,38.13,10033.44
0.2,36,39,39,42,5,7,1.35,817.39,40.13,9966.56
0.2,41,42,40,42,5,5,1.36,921.74,38.13,9983.28
0.2,38,36,36,35,2,6,1.34,713.04,40.13,10033.44
0.2,40,36,38,35,4,8,1.36,913.71,40.13,9983.28
0.2,38,39,39,38,5,8,1.34,717.06,38.13,10033.44
0.2,39,39,41,40,3,7,1.33,618.73,40.13,9832.78
0.2,39,36,38,36,5,5,1.35,815.38,40.13,10033.44
0.2,42,38,38,35,1,5,1.33,616.72,38.13,10033.44
0.2,36,42,39,41,4,6,1.35,819.4,38.13,10033.44
0.2,37,38,42,38,1,6,1.33,616.72,40.13,9832.78
0.2,36,36,38,40,1,6,1.33,614.72,40.13,10033.44
0.2,35,35,37,39,1,6,1.35,813.38,40.13,10033.44
0.2,36,40,36,41,1,8,1.36,915.72,40.13,9983.28
0.2,42,42,40,35,5,8,1.34,719.06,38.13,9933.11
0.2,37,38,41,41,4,6,1.36,917.73,40.13,9983.28
0.2,40,37,35,36,5,8,1.33,614.72,40.13,10033.44
0.2,36,35,38,35,3,6,1.35,811.37,40.13,9966.56
0.2,37,36,39,35,5,7,1.36,913.71,40.13,9983.28
0.2,37,36,39,40,3,7,1.35,815.38,40.13,9966.56
0.2,35,38,35,41,4,5,1.34,715.05,40.13,10033.44
0.2,41,42,38,35,4,6,1.36,917.73,38.13,9983.28
0.2,38,36,41,42,1,7,1.36,917.73,40.13,9983.28
0.2,36,42,36,36,2,5,1.33,614.72,40.13,10033.44
0.2,37,37,38,36,4,8,1.35,813.38,40.13,9966.56
0.2,39,38,36,42,2,8,1.33,616.72,40.13,9832.78
0.2,41,37,35,37,4,7,1.35,815.38,40.13,10033.44
0.2,39,42,40,39,4,5,1.33,620.74,38.13,10033.44
0.2,39,41,41,35,5,5,1.35,817.39,40.13,9966.56
0.2,37,42,41,42,4,8,1.34,721.07,38.13,10033.44
0.2,41,35,41,37,2,6,1.34,717.06,38.13,10033.44
0.2,40,42,42,35,5,8,1.35,819.4,38.13,9966.56
0.2,39,41,35,36,1,8,1.35,815.38,38.13,9966.56
0.2,35,40,42,40,5,8,1.34,719.06,38.13,10033.44
0.2,39,39,37,38,4,7,1.34,717.06,40.13,10033.44
0.2,37,37,42,36,5,7,1.36,915.72,38.13,9983.28
0.2,39,36,42,41,2,8,1.33,618.73,38.13,10033.44
0.2,41,36,38,41,2,7,1.35,817.39,40.13,9966.56
0.2,35,42,35,41,2,8,1.34,717.06,40.13,10033.44
0.2,40,39,35,35,3,8,1.34,715.05,40.13,10033.44
0.2,37,42,39,38,1,8,1.34,717.06,40.13,9933.11
0.2,41,42,35,36,4,8,1.33,616.72,38.13,10033.44
0.2,37,42,42,40,4,5,1.34,721.07,38.13,10033.44
0.2,38,37,35,41,4,5,1.33,614.72,40.13,9832.78
0.2,42,37,38,40,1,7,1.33,618.73,38.13,10033.44
0.2,38,37,38,35,2,5,1.36,913.71,40.13,9983.28
0.2,41,36,40,41,3,6,1.34,719.06,38.13,10033.44
0.2,39,39,36,40,4,6,1.34,717.06,38.13,10033.44
0.2,35,36,35,41,5,5,1.34,713.04,40.13,9933.11
0.2,37,42,36,37,4,7,1.36,915.72,38.13,9983.28
0.2,39,41,37,36,4,8,1.36,915.72,40.13,9983.28
0.2,42,41,38,37,3,6,1.36,919.73,40.13,10033.44
0.2,37,37,36,41,5,6,1.34,715.05,40.13,9933.11
0.2,36,37,36,36,1,7,1.33,612.71,40.13,10033.44
0.2,41,40,39,38,2,5,1.35,819.4,38.13,10033.44
0.2,37,38,37,42,4,8,1.36,917.73,40.13,10033.44
0.2,36,36,37,37,4,8,1.35,813.38,40.13,10033.44
0.2,35,40,42,36,5,6,1.33,616.72,38.13,10033.44
0.2,35,42,38,36,3,7,1.33,614.72,40.13,9832.78
0.2,38,36,42,40,2,6,1.35,817.39,40.13,9966.56
0.2,41,42,36,37,3,6,1.33,618.73,40.13,10033.44
0.2,42,38,36,35,2,6,1.34,715.05,40.13,9933.11
0.2,36,35,41,41,1,5,1.35,817.39,40.13,10033.44
0.2,38,36,40,41,3,5,1.34,717.06,38.13,9933.11
0.2,41,42,37,39,3,8,1.33,618.73,40.13,9832.78
0.2,35,39,41,38,4,8,1.36,915.72,40.13,9983.28
0.2,39,38,36,35,5,7,1.34,713.04,40.13,9933.11
0.2,39,41,40,42,5,5,1.33,620.74,38.13,10033.44
0.2,41,38,37,40,5,5,1.34,717.06,40.13,9933.11
0.2,35,36,38,42,1,6,1.35,815.38,38.13,9966.56
0.2,39,35,41,35,1,8,1.34,715.05,38.13,10033.44
0.2,36,42,36,35,3,7,1.33,614.72,40.13,10033.44
0.2,35,35,36,38,4,6,1.33,612.71,40.13,10033.44
0.2,39,39,37,37,3,7,1.36,915.72,38.13,9983.28
0.2,37,38,36,36,1,7,1.36,913.71,40.13,9983.28
0.2,42,36,35,40,3,8,1.33,616.72,38.13,10033.44
0.2,36,42,36,36,2,5,1.36,915.72,40.13,10033.44
0.2,38,42,36,39,5,8,1.33,616.72,40.13,9832.78
0.2,40,38,39,36,3,8,1.36,915.72,40.13,9983.28
0.2,37,36,37,36,5,7,1.33,612.71,40.13,10033.44
0.2,38,41,39,41,1,5,1.35,819.4,38.13,9966.56
0.2,42,36,37,38,5,8,1.33,616.72,38.13,10033.44
0.2,35,38,42,40,5,7,1.35,817.39,38.13,9966.56
0.2,41,37,42,39,4,5,1.36,919.73,38.13,9983.28
0.2,39,39,35,37,2,5,1.35,815.38,40.13,10033.44
0.2,37,36,37,36,4,6,1.36,913.71,40.13,10033.44
0.2,39,40,36,39,1,6,1.33,616.72,38.13,10033.44
0.2,35,36,36,41,3,8,1.33,614.72,40.13,10033.44
0.2,40,39,37,41,5,5,1.36,917.73,40.13,9983.28
0.2,37,42,39,39,2,5,1.33,618.73,38.13,10033.44
0.2,41,42,42,35,1,6,1.33,620.74,38.13,10033.44
0.2,35,38,40,35,4,7,1.36,913.71,40.13,9983.28
0.2,35,36,37,35,5,7,1.34,711.04,40.13,9933.11
0.2,36,39,40,36,1,5,1.33,614.72,40.13,9832.78
0.2,41,42,39,39,5,8,1.34,721.07,38.13,10033.44
0.2,36,37,40,35,2,5,1.34,713.04,40.13,9933.11
0.2,41,39,39,37,5,8,1.35,817.39,40.13,9966.56
0.2,36,41,35,40,4,6,1.34,715.05,40.13,9933.11
0.2,38,36,37,42,3,5,1.34,717.06,40.13,10033.44
0.2,42,36,38,40,2,5,1.34,717.06,40.13,9933.11
0.2,36,35,37,39,2,7,1.36,913.71,40.13,9983.28
0.2,39,38,36,42,3,5,1.35,817.39,38.13,9966.56
0.2,42,41,38,38,1,5,1.36,919.73,38.13,9983.28
0.2,35,39,37,42,5,5,1.36,915.72,40.13,9983.28
0.2,36,42,36,41,4,7,1.36,917.73,38.13,9983.28
0.2,36,38,38,35,5,6,1.33,612.71,40.13,9832.78
0.2,42,37,40,36,4,8,1.33,616.72,40.13,9832.78
0.2,36,36,39,36,5,5,1.33,612.71,40.13,9832.78
0.2,39,41,37,41,1,8,1.34,719.06,38.13,10033.44
0.2,39,42,36,40,3,5,1.36,917.73,40.13,9983.28
0.2,40,35,38,41,2,5,1.35,817.39,38.13,10033.44
0.2,35,36,36,37,1,7,1.34,711.04,40.13,9933.11
0.2,35,40,39,39,4,5,1.35,817.39,40.13,10033.44
0.2,39,40,37,39,3,6,1.35,817.39,38.13,9966.56
0.2,37,38,42,41,2,5,1.35,819.4,38.13,10033.44
0.2,41,35,41,36,5,7,1.36,915.72,40.13,9983.28
0.2,36,39,38,41,5,6,1.36,917.73,40.13,10033.44
0.2,40,42,41,39,3,8,1.36,921.74,38.13,10033.44
0.2,36,37,35,37,2,8,1.36,911.71,40.13,9983.28
0.2,39,39,39,37,5,5,1.33,616.72,38.13,10033.44
0.2,35,36,42,37,3,8,1.34,715.05,38.13,10033.44
0.2,37,35,37,40,1,8,1.33,614.72,40.13,10033.44
0.2,40,38,37,42,3,6,1.35,819.4,40.13,10033.44
0.2,39,36,36,40,3,8,1.34,715.05,40.13,9933.11
0.2,35,41,36,36,3,6,1.36,913.71,40.13,9983.28
0.2,42,41,42,37,1,5,1.35,821.4,38.13,10033.44
0.2,38,36,37,36,4,5,1.33,612.71,40.13,9832.78
0.2,39,38,37,35,4,8,1.33,614.72,40.13,10033.44
0.2,35,38,36,40,4,6,1.36,913.71,40.13,9983.28
0.2,40,39,37,40,3,5,1.36,917.73,38.13,9983.28
0.2,37,36,35,39,4,8,1.35,813.38,40.13,9966.56
0.2,39,42,37,42,3,7,1.36,919.73,38.13,9983.28
0.2,42,41,39,40,3,6,1.35,821.4,38.13,10033.44
0.2,41,37,41,42,3,5,1.33,620.74,38.13,10033.44
0.2,38,35,40,39,2,6,1.36,915.72,38.13,9983.28
0.2,40,41,38,35,5,6,1.35,817.39,38.13,10033.44
0.2,38,42,37,42,5,8,1.36,919.73,38.13,9983.28
0.2,35,42,40,41,4,5,1.34,719.06,38.13,10033.44
0.2,42,39,42,37,3,8,1.33,620.74,38.13,10033.44
0.2,40,41,40,38,2,6,1.35,819.4,38.13,9966.56
0.2,41,40,36,36,4,7,1.35,817.39,40.13,10033.44
0.2,38,35,39,35,5,5,1.34,713.04,40.13,9933.11
0.2,37,37,42,37,4,7,1.34,717.06,40.13,10033.44
0.2,35,36,41,38,4,5,1.34,715.05,38.13,10033.44
0.2,39,35,39,37,2,8,1.36,915.72,40.13,10033.44
0.2,41,36,39,42,5,5,1.33,618.73,38.13,10033.44
0.2,39,39,40,35,4,5,1.36,915.72,40.13,9983.28
0.2,37,39,40,38,1,5,1.33,616.72,38.13,10033.44
0.2,35,41,38,41,2,5,1.33,616.72,40.13,9832.78
0.2,39,42,39,39,2,5,1.34,719.06,38.13,9933.11
0.2,41,39,35,39,4,5,1.34,717.06,38.13,10033.44
0.2,39,39,39,40,3,7,1.33,618.73,38.13,10033.44
0.2,42,35,41,40,1,6,1.36,919.73,40.13,10033.44
0.2,42,37,40,35,2,7,1.33,616.72,38.13,10033.44
0.2,35,42,42,40,3,6,1.35,819.4,38.13,9966.56
0.2,35,38,37,38,3,5,1.34,713.04,40.13,9933.11
0.2,37,36,40,37,2,8,1.36,915.72,40.13,10033.44
0.2,35,36,42,37,5,7,1.35,815.38,40.13,10033.44
0.2,35,39,39,38,1,6,1.34,715.05,40.13,9933.11
0.2,41,41,40,38,4,6,1.33,620.74,38.13,10033.44
0.2,37,39,37,37,1,7,1.36,915.72,40.13,10033.44
0.2,40,42,36,35,4,7,1.35,817.39,40.13,10033.44
0.2,38,36,41,36,1,6,1.35,815.38,38.13,9966.56
0.2,35,40,41,39,1,7,1.33,616.72,40.13,9832.78
0.2,39,41,37,38,1,6,1.36,917.73,38.13,9983.28
0.2,38,37,35,42,4,7,1.33,616.72,40.13,10033.44
0.2,38,39,41,39,4,8,1.35,819.4,40.13,10033.44
0.2,42,37,35,35,1,8,1.33,614.72,40.13,10033.44
0.2,35,42,37,38,2,5,1.35,815.38,40.13,9966.56
0.2,36,35,35,39,3,5,1.33,612.71,40.13,10033.44
0.2,41,41,35,35,4,8,1.36,915.72,38.13,9983.28
0.2,39,38,41,41,4,8,1.34,719.06,38.13,9933.11
0.2,39,39,38,36,5,8,1.34,715.05,40.13,9933.11
0.2,39,36,40,37,1,8,1.33,616.72,40.13,10033.44
0.2,40,41,41,36,1,5,1.35,819.4,38.13,10033.44
0.2,36,37,42,35,1,8,1.36,915.72,40.13,10033.44
0.2,38,39,40,37,3,5,1.33,616.72,38.13,10033.44
0.2,39,38,37,35,5,8,1.36,913.71,40.13,9983.28
0.2,35,35,41,42,1,7,1.35,817.39,40.13,10033.44
0.2,39,39,38,39,4,5,1.33,616.72,40.13,9832.78
0.2,40,35,37,40,5,5,1.33,616.72,40.13,10033.44
0.2,36,36,38,35,4,6,1.34,713.04,40.13,10033.44
0.2,36,40,39,37,3,8,1.36,915.72,38.13,9983.28
0.2,36,36,42,40,5,6,1.33,616.72,38.13,10033.44
0.2,39,39,35,37,2,7,1.33,614.72,40.13,10033.44
0.2,36,38,37,40,2,7,1.34,715.05,40.13,9933.11
0.2,35,39,42,41,1,7,1.35,819.4,40.13,10033.44
0.2,35,40,35,42,4,8,1.35,815.38,40.13,9966.56
0.2,40,41,37,37,5,7,1.36,917.73,38.13,9983.28
0.2,41,36,36,37,5,7,1.33,614.72,40.13,10033.44
0.2,40,41,40,36,3,5,1.36,917.73,40.13,9983.28
0.2,37,40,38,38,2,5,1.34,717.06,40.13,10033.44
0.2,41,35,38,40,5,7,1.34,717.06,38.13,10033.44
0.2,41,39,40,35,3,6,1.35,817.39,38.13,9966.56
0.2,40,37,37,42,2,7,1.34,717.06,40.13,9933.11
